Name,Cost_for_2,Address,About,Type,Facilities,Contact,Cuisine,Latitude,Longitude,Stars,Vote_Count,Review_Count
Perch Wine & Coffee Bar,500,"F-16, Ground, 1st & 2nd Floor, Main Vikas Marg Laxmi Nagar Opposite Pawan Hospital East Delhi 110092","Burger King is an American global chain of hamburger fast food restaurants. The place is known to serve high-quality, great-tasting, and affordable burgers. Burger King offers a range of whopping burgers along with other delicious mouth-watering fast food items. This quick service chain has its outlets located at various places in the country. This outlet is located on Main Vikas Marg in Laxmi Nagar, Delhi. Read less",QSR,No_Facilities,011-33558000,"['Fast', 'Food,', 'Burger,', 'American']",28.634783,77.283866,,0,0
Cabana Hotel,500,"Satyam Cineplex, 3, Ground Floor Nehru Place Opposite Nehru Place Metro Station South Delhi 110019","Subway is an American fast food restaurant franchise that offers submarine sandwiches and salads. This is a quick service restaurant chain which serves customized sandwiches in which one can choose the fillings, toppings, and sauces in their food. Subway offers a variety of items from their pocket-friendly menu and the must try is the Sub of the day. The outlet is located in Satyam Cineplex in Nehru Place, Delhi. Read less","QSR, Food Court","['Air Conditioned', 'Home Delivery', 'Take Away', 'Cards Accepted', 'Wallet Accepted']",No_Contact,"['Health', 'Food']",28.550377,77.250926,3.9,6,1
Wat-a-Burger!,800,"Shop No 6, West Punjabi Bagh, Club Road Punjabi Bagh Near Bank of Baroda West Delhi 110026",No_About,QSR,"['Air Conditioned', 'Parking', 'Cards Accepted']",No_Contact,"['Fast', 'Food']",28.666053,77.126043,5,1,0
Chai Point,1500,"62, Basant Lok Market Vasant Vihar Near Axis Bank South Delhi 110057",No_About,"Opening Soon, Casual Dining, Bar","['Air Conditioned', 'Parking']",No_Contact,"['Greek,', 'Modern', 'Indian']",28.558497,77.163928,4.5,2,0
Burgrill,1100,"Parsvnath Mall, Ground Floor, Seelampur Shahdara Near Salman Masjid East Delhi 110053",No_About,Bar,"['Lift', 'Home Delivery', 'Serves Alcohol', 'Differently Abled Friendly', 'Cards Accepted']",09891800000,"['Finger', 'Food']",28.669904,77.266725,,0,0
McDonald's,300,"B.K. Dutta Market, J-2/10, Ground Floor Rajouri Garden Near Amba Tower West Delhi 110027","Natural Ice Cream is an Ice Cream joint chain in India serving a range of flavorful ice creams. The place has been a pioneer in making artisan ice creams using only fruits, dry fruits, chocolates, milk, and sugar. Natural Ice Cream offers fresh ice creams made from natural ingredients with no synthetic flavors or essences. The menu is pocket-friendly and exclusive. Natural Ice Cream has various outlets spread all across the country. This outlet is located in Rajouri Garden, West Delhi and the nearest landmark is Amba Tower. Read less","Pure Veg, QSR","['Air Conditioned', 'Home Delivery', 'Take Away', 'Cards Accepted', 'Wallet Accepted']",011-47050888,"['Desserts,', 'Ice', 'Cream']",28.647416,77.119609,5,6,4
Ovenstory Pizza,500,"F-115, Ground Floor, Main Market Rajouri Garden Near Mia Bella Salon & Academy West Delhi 110027","Subway is an American fast food restaurant franchise that offers submarine sandwiches and salads. This is a quick service restaurant chain which serves customized sandwiches in which one can choose the fillings, toppings, and sauces in their food. Subway offers a variety of items from their pocket-friendly menu and the must try is the Sub of the day. The outlet is located in Main Market in Rajouri Garden, Delhi. Read less",QSR,No_Facilities,011-65028213,"['Health', 'Food']",28.645027,77.121687,4.3,4,1
Deez Biryani Kebab Curry Roll,800,"Shop 801/1, Sukhdev Market, Kotla, Mubarakpur Lodhi Road Near Kotak Mahindra Bank South Delhi 110003",No_About,QSR,['Delivery Only'],No_Contact,"['North', 'Indian,', 'Mughlai']",28.574873,77.228264,,0,0
Roost Bistro,600,"Timber Market, Sukhdev Market, A-188, Main Road Defence Colony Near IDFC Bank South Delhi 110003",No_About,QSR,['Home Delivery'],011-24640200,"['North', 'Indian,', 'Chinese']",28.574865,77.228376,,0,0
Blue Tokai Coffee Roasters,600,"A-54, Amrit Nagar South Extension - 1 Near Sarvodaya Vidyalaya South Delhi 110023",No_About,QSR,['Home Delivery'],09599098274,"['North', 'Indian,', 'Chinese,', 'Mughlai']",28.574372,77.216639,,0,0
Domino's Pizza,500,"EDM Mall, 3rd Floor, Food Court Kaushambi Near Kaushambi Metro Station Ghaziabad 201001","McDonald's is the biggest chain of quick service restaurants serving the best of burgers and fast food. The affordable eclectic menu offers a range of different kinds of burgers, wraps, and other American fast food. The outlet is located in EDM Mall in Kaushambi, Ghaziabad. Whether it is breakfast, lunch, dinner, or any kind of hunger, McDonald's offers delicious meals for every age-group. Read less","QSR, Food Court",No_Facilities,09873400695,"['Fast', 'Food,', 'Burger']",28.641377,77.316612,4,1,0
Angithi,200,"Shop 2, JB-5A, DDA Market, Hari Nagar Subhash Nagar West Delhi 110027",No_About,QSR,No_Facilities,09911592031,"['Street', 'Food']",28.630796,77.117799,5,1,0
Spice Factory Cafe,500,"C-8, Ground Floor SDA Near Kamal Cinema South Delhi 110016","Subway is an American fast food restaurant franchise that offers submarine sandwiches and salads. This is a quick service restaurant chain which serves customized sandwiches in which one can choose the fillings, toppings, and sauces in their food. Subway offers a variety of items from their pocket-friendly menu and the must try is the Sub of the day. The outlet is located near Kamal Cinema in Hauz Khas, Delhi. Read less",QSR,No_Facilities,011-40505480,"['Health', 'Food']",28.546679,77.197062,4.2,2,1
PK Tull,600,"Community Center, C-11, Shop No 2 SDA Opposite IIT Main Gate South Delhi 110016","Theobroma is one of the most popular bakeries, patisserie, and chocolaterie chains in the country. An array of desserts and confectionary items along with a variety of quick-grabs are offered by this place. The menu also serves some of the best fast food items along with delicious beverages. Theobroma has set a benchmark for delivering high-quality food at affordable prices. This bakery has its outlets spread across the country. This outlet is located opposite IIT Gate in SDA Market, South Delhi. Read less","Breakfast, QSR",No_Facilities,08800022335,"['Desserts,', 'Bakery', 'and', 'Confectionary,', 'Fast', 'Food']",28.54663,77.196948,4.2,6,2
De-Jag's,600,"C-15, Ground Floor SDA Opposite IIT Main Gate South Delhi 110016",Costa Coffee is a chain of restaurants that is located in SDA and it stands opposite to IIT Main Gate. It is a place for people who like to stick to their favorite indulgence and do not like to experiment much. The quick-service restaurant respects their choice by offering a variety of options in Coffee. The place also holds a great ambiance and is an instant attraction amongst youngsters. Costa Coffee is definitely a go-to place for people who binge over their favorite glass of Coffee. Read less,"Breakfast, Cafe, QSR",No_Facilities,011-41706720,"['Coffee,', 'Fast', 'Food']",28.546637,77.196902,4.2,3,2
Cake Plaza,500,"A-2/43, Ground Floor Rajouri Garden Near Rajouri Garden Metro Station West Delhi 110027",Bikanervala is a chain of Quick Service restaurants spread across the country. It is a place for peo...  Read more,"Pure Veg, QSR","['Air Conditioned', 'Home Delivery', 'Parking', 'Take Away', 'Cards Accepted', 'Wallet Accepted']",011-25935288,"['Street', 'Food,', 'Mithai,', 'North', 'Indian,', 'Chinese,', 'South', 'Indian']",28.6486,77.1229,4.1,52,19
Burger King,600,"Shop no. A-65, Ground Floor, Vikas Marg, Guru Nanak Pura Laxmi Nagar Near Oriental Bank of Commerce East Delhi 110096",No_About,QSR,"['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted']",08920169982,"['Pizza,', 'Italian']",28.635241,77.284339,,0,0
Beeryani,2000,"36, Pamposh Enclave, Block B Greater Kailash - 1 Near Block B Park South Delhi 110048","Samavar is a fine dining restaurant that has carved a niche for itself in the restaurant industry and has a perfectionist approach in everything. Be it the ambiance, the preparation of the recipes, the quality of food or the way the staff functions, everything looks effortless. The premium menu, that serves Chinese, Mughlai, and Kashmiri cuisines is very well designed keeping in mind the varied tastes and preferences of the diners. The bar menu surely rejoice the diners with its varied options. The classic ambiance adds on to the awesomeness of going and dining out. It is an ideal place for all big events and social gatherings. Samavar is located in Greater Kailash-1 and the nearest landmark is iLodge @ Nehru Place. Read less",Casual Dining,No_Facilities,026236128,"['North', 'Indian,', 'Chinese,', 'Mughlai,', 'Kashmiri']",28.546302,77.244253,4.4,38,12
Krips Restaurant,600,Kotla Mubarakpur Defence Colony Near Moolchand Flyover South Delhi 110003,No_About,QSR,"['Home Delivery', 'Seating Not Available', 'Wallet Accepted', 'Delivery Only']",09212522991,['Biryani'],28.574517,77.228406,,0,0
The Cake Factory,600,"160, Block A, Vikash Marg, Sakarpur, Laxmi Nagar Near Bank Of India East Delhi 110092","Firangi Bake is located in Laxmi Nagar, East Delhi. This restaurant takes that big leap of faith by serving the diners with Italian and Mexican dishes, inspired by provinces across the world. The place assures you of good times, cost-efficient menu and most importantly good food. The varied dishes that you get here give you an at home taste. To complement the tasty dishes, Read less",QSR,"['Home Delivery', 'Seating Not Available', 'Delivery Only']",011-42420695,"['Italian,', 'Mexican']",28.635726,77.284464,,0,0
Madras Dosa and Chinese,1000,"Pacific Mall, Shop No-2, 2nd Floor Sahibabad Opposite Kaushambi Metro Station Ghaziabad 201010",No_About,"QSR, Food Court",No_Facilities,07303627890,"['North', 'Indian,', 'Mughlai']",28.646495,77.320022,5,1,0
Cake World,2000,The Clarks Inn Sahibabad Near Kaushambi Bus Station Ghaziabad 201010,No_About,"Breakfast, Buffet, Lunch Buffet, Dinner Buffet, Breakfast Buffet, Casual Dining","['Air Conditioned', 'Lift', 'Serves Alcohol', 'Parking', 'Differently Abled Friendly', 'Live Performance', 'Cards Accepted', 'Full Bar Available', 'Screening']",0120-4044044,"['North', 'Indian,', 'Chinese']",28.646566,77.320149,5,2,0
Bharat Chicken Inn Foods,600,"TDI Mall, Ground Floor, Vishal Enclave Rajouri Garden Near Vishal Cinema West Delhi 110027","Cafe Coffee Day is India's largest cafe coffee chain offering a range of coffees and snacks. Popularly known as CCD, they strive to provide the best experience to their guests. This is a coffee shop filled with fun, young energy and lots of entertainment for people and is the best place to hangout. Their outlets are spread all across the country. The economical menu of CCD makes it an instant attraction amongst the people. The cozy corners are just perfect for meetings, conversations, book readings, or just spending some quality time with your loved ones. Cafe Coffee Day provides delicious and refreshing experience to the people of all age-groups and offers a whole lot of fun over steaming cups of endless coffee. This outlet is located in TDI Mall in Rajouri Garden, Delhi. Read less","Breakfast, Cafe, QSR",No_Facilities,011-32991352,"['Coffee,', 'Fast', 'Food']",28.650898,77.120767,4.7,3,0
Mehfil Chicken Restaurant,500,"Sikka Galaxy,G-20 Anand Vihar Near DAV Public School East Delhi 110092",No_About,QSR,No_Facilities,09958471707,"['Fast', 'Food,', 'Italian']",28.657511,77.317199,5,1,0
Burger King,700,"1734, First Floor, Kotla Mubarakpur, Gurudwara Road South Extension - 1 Near Union Bank of India South Delhi 110003",No_About,Casual Dining,"['Air Conditioned', 'Home Delivery', 'Parking', 'Take Away', 'Cards Accepted', 'Wallet Accepted']",011-71565348,"['North', 'Indian,', 'Chinese']",28.574221,77.227967,,0,0
Subway,1500,"Essex Farms, 4, Adchini Aurobindo Marg Near Indian Oil Petrol Pump South Delhi 110016",Rustique is a Casual Dining restaurant with an outdoor seating area to die for. The restaurant has a...  Read more,"Breakfast, Casual Dining",No_Facilities,09811331122,"['Italian,', 'Continental,', 'Desserts']",28.54397,77.20158,4.6,128,9
New York Fries,1000,"19C, Upper Ground Floor, Club Road Punjabi Bagh Near Indusland Bank West Delhi 110026",No_About,"Pure Veg, Casual Dining",No_Facilities,0 66992211,"['North', 'Indian,', 'South', 'Indian']",28.666643,77.125333,5,2,0
Dadel,400,"C 59 A, Gali number 5, Behind Bajaj Showroom, South Ganesh Nagar Pandav Nagar Near Mother Dairy Flats East Delhi 110092",No_About,QSR,"['Home Delivery', 'Parking', 'Wallet Accepted']",09873042196,"['Fast', 'Food,', 'Pizza']",28.623839,77.284513,,0,0
BarShala,400,"96, A-block Pandav Nagar Near Gurudwara East Delhi 110092",No_About,QSR,No_Facilities,08505848406,"['Fast', 'Food,', 'Pizza']",28.619824,77.28378,,0,0
Naturals Ice Cream,900,"R Cube Monad Building, CS-003, Ground Floor Rajouri Garden Near Pearl Academy West Delhi 110027",Starbucks is an excellent quick service cafe which is highly reckoned among the people for serving scrumptious coffee and fast food. The staff of this place is quite polite and courteous and excellently serve you. They offer a wide range of flavorful dishes that can satiate your hunger in the best manner. It has an eclectic and comfortable ambiance where you can meet up with your squad to have an endless conversation over their scrumptious food. Starbucks gives you a high end food experience. So visit this place should be a must-have on your list. It is located in Rajouri Garden West Delhi. Read less,"Cafe, QSR","['Air Conditioned', 'Lift', 'Wifi', 'Valet Available', 'Parking', 'Take Away', 'Differently Abled Friendly', 'Cards Accepted']",00,"['Coffee,', 'Fast', 'Food']",28.650564,77.121916,4.3,9,1
Subway,600,Kotla MubarakPur Defence Colony Near Moolchand Flyover South Delhi 110003,No_About,QSR,"['Home Delivery', 'Seating Not Available', 'Delivery Only']",09212522991,"['Italian,', 'Mexican']",28.574027,77.228429,,0,0
Hoi Signature,500,"Shop 6, Ground Floor, SDA Market SDA Opposite IIT South Delhi 110016",No_About,QSR,"['Air Conditioned', 'Parking', 'Cards Accepted']",011-41749090,"['Fast', 'Food']",28.546728,77.196921,4,1,0
Mehfil,1500,"11, Defence Colony Market Defence Colony Near Bansal Stationary South Delhi 110024",No_About,Casual Dining,No_Facilities,"024330263,65,66","['North', 'Indian,', 'Chinese,', 'Mughlai']",28.574196,77.229917,,0,0
Hungry Owl,700,"23/1, North-West Avenue, Club Road Punjabi Bagh Near HDFC Bank West Delhi 110026",No_About,Cafe,No_Facilities,011-40195309,"['Fast', 'Food,', 'Italian,', 'American']",28.666499,77.125056,5,14,2
